date,state,district,pincode,bio_age_5_17,bio_age_17_
14-09-2025,Maharashtra,Thane,401602,3,1
14-09-2025,Maharashtra,Thane,401603,0,1
14-09-2025,Maharashtra,Thane,421004,8,11
14-09-2025,Maharashtra,Thane,421004,8,11
14-09-2025,Maharashtra,Thane,421005,0,1
14-09-2025,Maharashtra,Thane,421005,0,1
14-09-2025,Maharashtra,Thane,421101,0,1
14-09-2025,Maharashtra,Thane,421101,0,1
14-09-2025,Maharashtra,Thane,421202,9,20
14-09-2025,Maharashtra,Thane,421202,9,20
14-09-2025,Maharashtra,Thane,421203,14,8
14-09-2025,Maharashtra,Thane,421203,14,8
14-09-2025,Maharashtra,Thane,421204,16,37
14-09-2025,Maharashtra,Thane,421204,16,37
14-09-2025,Maharashtra,Thane,421301,64,83
14-09-2025,Maharashtra,Thane,421301,64,83
14-09-2025,Maharashtra,Thane,421303,0,1
14-09-2025,Maharashtra,Thane,421305,5,4
14-09-2025,Maharashtra,Thane,421306,28,34
14-09-2025,Maharashtra,Thane,421311,14,12
14-09-2025,Maharashtra,Thane,421311,14,12
14-09-2025,Maharashtra,Thane,421312,0,2
14-09-2025,Maharashtra,Thane,421312,0,2
14-09-2025,Maharashtra,Thane,421402,0,1
14-09-2025,Maharashtra,Thane,421502,0,1
14-09-2025,Maharashtra,Thane,421502,0,1
14-09-2025,Maharashtra,Thane,421505,1,2
14-09-2025,Maharashtra,Thane,421505,1,2
14-09-2025,Maharashtra,Thane,421506,0,1
14-09-2025,Maharashtra,Thane,421506,0,1
14-09-2025,Maharashtra,Thane,421601,2,6
14-09-2025,Maharashtra,Thane,421601,2,6
14-09-2025,Maharashtra,Thane,421602,6,3
14-09-2025,Maharashtra,Thane,421602,6,3
15-09-2025,Maharashtra,Thane,400604,70,64
15-09-2025,Maharashtra,Thane,400604,70,64
15-09-2025,Maharashtra,Thane,400606,70,38
15-09-2025,Maharashtra,Thane,400606,70,38
15-09-2025,Maharashtra,Thane,400607,48,40
15-09-2025,Maharashtra,Thane,400607,48,40
15-09-2025,Maharashtra,Thane,400612,131,106
15-09-2025,Maharashtra,Thane,400612,131,106
15-09-2025,Maharashtra,Thane,400614,9,5
15-09-2025,Maharashtra,Thane,400614,9,5
15-09-2025,Maharashtra,Thane,400615,8,11
15-09-2025,Maharashtra,Thane,400615,8,11
15-09-2025,Maharashtra,Thane,400701,81,36
15-09-2025,Maharashtra,Thane,400701,81,36
15-09-2025,Maharashtra,Thane,400710,1,1
15-09-2025,Maharashtra,Thane,400710,1,1
15-09-2025,Maharashtra,Thane,401102,1,5
15-09-2025,Maharashtra,Thane,401102,1,5
15-09-2025,Maharashtra,Thane,401104,0,1
15-09-2025,Maharashtra,Thane,401104,0,1
15-09-2025,Maharashtra,Thane,401106,5,3
15-09-2025,Maharashtra,Thane,401106,5,3
15-09-2025,Maharashtra,Thane,401201,4,6
15-09-2025,Maharashtra,Thane,401201,4,6
15-09-2025,Maharashtra,Thane,401202,4,10
15-09-2025,Maharashtra,Thane,401202,4,10
15-09-2025,Maharashtra,Thane,401204,2,7
15-09-2025,Maharashtra,Thane,401204,2,7
15-09-2025,Maharashtra,Thane,401209,4,29
15-09-2025,Maharashtra,Thane,401209,4,29
15-09-2025,Maharashtra,Thane,401301,1,2
15-09-2025,Maharashtra,Thane,401301,1,2
15-09-2025,Maharashtra,Thane,401302,2,0
15-09-2025,Maharashtra,Thane,401303,2,9
15-09-2025,Maharashtra,Thane,401303,2,9
15-09-2025,Maharashtra,Thane,401304,0,2
15-09-2025,Maharashtra,Thane,401304,0,2
15-09-2025,Maharashtra,Thane,401305,4,17
15-09-2025,Maharashtra,Thane,401405,0,1
15-09-2025,Maharashtra,Thane,401501,1,16
15-09-2025,Maharashtra,Thane,401501,1,16
15-09-2025,Maharashtra,Thane,401504,1,3
15-09-2025,Maharashtra,Thane,401601,0,4
15-09-2025,Maharashtra,Thane,401601,0,4
15-09-2025,Maharashtra,Thane,401603,1,11
15-09-2025,Maharashtra,Thane,401603,1,11
15-09-2025,Maharashtra,Thane,401604,4,17
15-09-2025,Maharashtra,Thane,401604,4,17
15-09-2025,Maharashtra,Thane,401605,1,8
15-09-2025,Maharashtra,Thane,401605,1,8
15-09-2025,Maharashtra,Thane,401606,3,30
15-09-2025,Maharashtra,Thane,401606,3,30
15-09-2025,Maharashtra,Thane,401701,0,1
15-09-2025,Maharashtra,Thane,401701,0,1
15-09-2025,Maharashtra,Thane,401702,0,1
15-09-2025,Maharashtra,Thane,401703,0,1
15-09-2025,Maharashtra,Thane,401703,0,1
15-09-2025,Maharashtra,Thane,421001,40,31
15-09-2025,Maharashtra,Thane,421001,40,31
15-09-2025,Maharashtra,Thane,421002,20,30
15-09-2025,Maharashtra,Thane,421002,20,30
15-09-2025,Maharashtra,Thane,421003,0,4
15-09-2025,Maharashtra,Thane,421003,0,4
15-09-2025,Maharashtra,Thane,421005,6,24
15-09-2025,Maharashtra,Thane,421005,6,24
15-09-2025,Maharashtra,Thane,421101,7,10
15-09-2025,Maharashtra,Thane,421101,7,10
15-09-2025,Maharashtra,Thane,421102,10,15
15-09-2025,Maharashtra,Thane,421202,20,32
15-09-2025,Maharashtra,Thane,421203,12,22
15-09-2025,Maharashtra,Thane,421203,12,22
15-09-2025,Maharashtra,Thane,421204,21,41
15-09-2025,Maharashtra,Thane,421204,21,41
15-09-2025,Maharashtra,Thane,421303,1,25
15-09-2025,Maharashtra,Thane,421308,14,15
15-09-2025,Maharashtra,Thane,421312,3,6
15-09-2025,Maharashtra,Thane,421401,39,20
15-09-2025,Maharashtra,Thane,421401,39,20
15-09-2025,Maharashtra,Thane,421403,24,9
15-09-2025,Maharashtra,Thane,421502,1,2
15-09-2025,Maharashtra,Thane,421503,61,69
15-09-2025,Maharashtra,Thane,421503,61,69
15-09-2025,Maharashtra,Thane,421505,12,7
15-09-2025,Maharashtra,Thane,421505,12,7
15-09-2025,Maharashtra,Thane,421506,2,0
15-09-2025,Maharashtra,Thane,421506,2,0
15-09-2025,Maharashtra,Thane,421601,37,25
15-09-2025,Maharashtra,Thane,421601,37,25
15-09-2025,Maharashtra,Thane,421602,11,13
15-09-2025,Maharashtra,Thane,421602,11,13
15-09-2025,Maharashtra,Thane,421603,1,1
15-09-2025,Maharashtra,Thane,421603,1,1
15-09-2025,Maharashtra,Thane,421604,0,3
16-09-2025,Maharashtra,Thane,400601,38,47
16-09-2025,Maharashtra,Thane,400602,16,18
16-09-2025,Maharashtra,Thane,400602,16,18
16-09-2025,Maharashtra,Thane,400603,14,16
16-09-2025,Maharashtra,Thane,400603,14,16
16-09-2025,Maharashtra,Thane,400606,83,53
16-09-2025,Maharashtra,Thane,400606,83,53
16-09-2025,Maharashtra,Thane,400607,37,26
16-09-2025,Maharashtra,Thane,400607,37,26
16-09-2025,Maharashtra,Thane,400610,23,7
16-09-2025,Maharashtra,Thane,400612,168,160
16-09-2025,Maharashtra,Thane,400612,168,160
16-09-2025,Maharashtra,Thane,400614,6,3
16-09-2025,Maharashtra,Thane,400705,50,8
16-09-2025,Maharashtra,Thane,400705,50,8
16-09-2025,Maharashtra,Thane,400706,110,41
16-09-2025,Maharashtra,Thane,400706,110,41
16-09-2025,Maharashtra,Thane,401103,0,10
16-09-2025,Maharashtra,Thane,401103,0,10
16-09-2025,Maharashtra,Thane,401104,0,1
16-09-2025,Maharashtra,Thane,401104,0,1
16-09-2025,Maharashtra,Thane,401107,43,62
16-09-2025,Maharashtra,Thane,401202,1,5
16-09-2025,Maharashtra,Thane,401202,1,5
16-09-2025,Maharashtra,Thane,401203,2,11
16-09-2025,Maharashtra,Thane,401203,2,11
16-09-2025,Maharashtra,Thane,401204,1,8
16-09-2025,Maharashtra,Thane,401204,1,8
16-09-2025,Maharashtra,Thane,401206,2,3
16-09-2025,Maharashtra,Thane,401206,2,3
16-09-2025,Maharashtra,Thane,401209,1,47
16-09-2025,Maharashtra,Thane,401301,3,6
16-09-2025,Maharashtra,Thane,401301,3,6
16-09-2025,Maharashtra,Thane,401302,3,6
16-09-2025,Maharashtra,Thane,401302,3,6
16-09-2025,Maharashtra,Thane,401303,0,10
16-09-2025,Maharashtra,Thane,401303,0,10
16-09-2025,Maharashtra,Thane,401401,0,2
16-09-2025,Maharashtra,Thane,401403,1,11
16-09-2025,Maharashtra,Thane,401502,1,3
16-09-2025,Maharashtra,Thane,401502,1,3
16-09-2025,Maharashtra,Thane,401503,0,6
16-09-2025,Maharashtra,Thane,401503,0,6
16-09-2025,Maharashtra,Thane,401504,1,2
16-09-2025,Maharashtra,Thane,401601,1,3
16-09-2025,Maharashtra,Thane,401601,1,3
16-09-2025,Maharashtra,Thane,401602,17,71
16-09-2025,Maharashtra,Thane,401603,3,13
16-09-2025,Maharashtra,Thane,401603,3,13
16-09-2025,Maharashtra,Thane,401605,0,4
16-09-2025,Maharashtra,Thane,401605,0,4
16-09-2025,Maharashtra,Thane,401606,3,26
16-09-2025,Maharashtra,Thane,401606,3,26
16-09-2025,Maharashtra,Thane,401607,9,19
16-09-2025,Maharashtra,Thane,401701,0,2
16-09-2025,Maharashtra,Thane,401702,1,10
16-09-2025,Maharashtra,Thane,401703,0,2
16-09-2025,Maharashtra,Thane,421001,17,32
16-09-2025,Maharashtra,Thane,421001,17,32
16-09-2025,Maharashtra,Thane,421002,47,46
16-09-2025,Maharashtra,Thane,421002,47,46
16-09-2025,Maharashtra,Thane,421003,0,5
16-09-2025,Maharashtra,Thane,421005,10,14
16-09-2025,Maharashtra,Thane,421103,2,5
16-09-2025,Maharashtra,Thane,421103,2,5
16-09-2025,Maharashtra,Thane,421201,51,40
16-09-2025,Maharashtra,Thane,421201,51,40
16-09-2025,Maharashtra,Thane,421202,33,41
16-09-2025,Maharashtra,Thane,421202,33,41
16-09-2025,Maharashtra,Thane,421204,20,38
16-09-2025,Maharashtra,Thane,421303,5,3
16-09-2025,Maharashtra,Thane,421303,5,3
16-09-2025,Maharashtra,Thane,421306,62,103
16-09-2025,Maharashtra,Thane,421306,62,103
16-09-2025,Maharashtra,Thane,421308,16,32
16-09-2025,Maharashtra,Thane,421308,16,32
16-09-2025,Maharashtra,Thane,421311,11,9
16-09-2025,Maharashtra,Thane,421311,11,9
16-09-2025,Maharashtra,Thane,421403,16,16
16-09-2025,Maharashtra,Thane,421403,16,16
16-09-2025,Maharashtra,Thane,421501,27,33
16-09-2025,Maharashtra,Thane,421501,27,33
16-09-2025,Maharashtra,Thane,421502,1,3
16-09-2025,Maharashtra,Thane,421502,1,3
16-09-2025,Maharashtra,Thane,421503,60,75
16-09-2025,Maharashtra,Thane,421506,1,4
16-09-2025,Maharashtra,Thane,421601,32,29
16-09-2025,Maharashtra,Thane,421601,32,29
16-09-2025,Maharashtra,Thane,421605,49,18
16-09-2025,Maharashtra,Thane,421605,49,18
17-09-2025,Maharashtra,Thane,400601,49,58
17-09-2025,Maharashtra,Thane,400601,49,58
17-09-2025,Maharashtra,Thane,400602,23,16
17-09-2025,Maharashtra,Thane,400605,58,63
17-09-2025,Maharashtra,Thane,400607,58,39
17-09-2025,Maharashtra,Thane,400614,6,9
17-09-2025,Maharashtra,Thane,400614,6,9
17-09-2025,Maharashtra,Thane,400615,6,26
17-09-2025,Maharashtra,Thane,400615,6,26
17-09-2025,Maharashtra,Thane,400701,51,30
17-09-2025,Maharashtra,Thane,400701,51,30
17-09-2025,Maharashtra,Thane,400703,130,40
17-09-2025,Maharashtra,Thane,400706,129,45
17-09-2025,Maharashtra,Thane,400708,50,53
17-09-2025,Maharashtra,Thane,400708,50,53
17-09-2025,Maharashtra,Thane,400709,60,47
17-09-2025,Maharashtra,Thane,400709,60,47
17-09-2025,Maharashtra,Thane,400710,6,7
17-09-2025,Maharashtra,Thane,400710,6,7
17-09-2025,Maharashtra,Thane,401101,32,40
17-09-2025,Maharashtra,Thane,401102,1,14
17-09-2025,Maharashtra,Thane,401106,10,14
17-09-2025,Maharashtra,Thane,401106,10,14
17-09-2025,Maharashtra,Thane,401203,3,13
17-09-2025,Maharashtra,Thane,401203,3,13
17-09-2025,Maharashtra,Thane,401204,5,3
17-09-2025,Maharashtra,Thane,401206,1,1
17-09-2025,Maharashtra,Thane,401206,1,1
17-09-2025,Maharashtra,Thane,401207,0,1
17-09-2025,Maharashtra,Thane,401303,2,16
17-09-2025,Maharashtra,Thane,401303,2,16
17-09-2025,Maharashtra,Thane,401305,11,20
17-09-2025,Maharashtra,Thane,401305,11,20
17-09-2025,Maharashtra,Thane,401402,1,0
17-09-2025,Maharashtra,Thane,401402,1,0
17-09-2025,Maharashtra,Thane,401404,1,29
17-09-2025,Maharashtra,Thane,401404,1,29
17-09-2025,Maharashtra,Thane,401405,1,6
17-09-2025,Maharashtra,Thane,401501,1,18
17-09-2025,Maharashtra,Thane,401503,1,14
17-09-2025,Maharashtra,Thane,401503,1,14
17-09-2025,Maharashtra,Thane,401601,0,6
17-09-2025,Maharashtra,Thane,401601,0,6
17-09-2025,Maharashtra,Thane,401602,3,42
17-09-2025,Maharashtra,Thane,401602,3,42
17-09-2025,Maharashtra,Thane,401603,3,18
17-09-2025,Maharashtra,Thane,401605,0,10
17-09-2025,Maharashtra,Thane,401605,0,10
17-09-2025,Maharashtra,Thane,401702,0,1
17-09-2025,Maharashtra,Thane,401702,0,1
17-09-2025,Maharashtra,Thane,401703,0,4
17-09-2025,Maharashtra,Thane,401703,0,4
17-09-2025,Maharashtra,Thane,421004,20,22
17-09-2025,Maharashtra,Thane,421004,20,22
17-09-2025,Maharashtra,Thane,421101,11,12
17-09-2025,Maharashtra,Thane,421101,11,12
17-09-2025,Maharashtra,Thane,421102,11,14
17-09-2025,Maharashtra,Thane,421102,11,14
17-09-2025,Maharashtra,Thane,421201,54,59
17-09-2025,Maharashtra,Thane,421202,28,51
17-09-2025,Maharashtra,Thane,421202,28,51
17-09-2025,Maharashtra,Thane,421203,13,16
17-09-2025,Maharashtra,Thane,421203,13,16
17-09-2025,Maharashtra,Thane,421204,44,46
17-09-2025,Maharashtra,Thane,421301,182,166
17-09-2025,Maharashtra,Thane,421303,3,5
17-09-2025,Maharashtra,Thane,421303,3,5
17-09-2025,Maharashtra,Thane,421311,26,19
17-09-2025,Maharashtra,Thane,421311,26,19
17-09-2025,Maharashtra,Thane,421502,3,1
17-09-2025,Maharashtra,Thane,421503,71,87
17-09-2025,Maharashtra,Thane,421503,71,87
17-09-2025,Maharashtra,Thane,421505,14,9
17-09-2025,Maharashtra,Thane,421505,14,9
17-09-2025,Maharashtra,Thane,421506,0,2
17-09-2025,Maharashtra,Thane,421601,60,31
17-09-2025,Maharashtra,Thane,421601,60,31
17-09-2025,Maharashtra,Thane,421602,49,17
17-09-2025,Maharashtra,Thane,421602,49,17
17-09-2025,Maharashtra,Thane,421603,4,4
17-09-2025,Maharashtra,Thane,421603,4,4
18-09-2025,Maharashtra,Thane,400601,56,27
18-09-2025,Maharashtra,Thane,400602,15,13
18-09-2025,Maharashtra,Thane,400602,15,13
18-09-2025,Maharashtra,Thane,400603,24,11
18-09-2025,Maharashtra,Thane,400603,24,11
18-09-2025,Maharashtra,Thane,400606,95,42
18-09-2025,Maharashtra,Thane,400606,95,42
18-09-2025,Maharashtra,Thane,400607,24,27
18-09-2025,Maharashtra,Thane,400610,10,4
18-09-2025,Maharashtra,Thane,400610,10,4
18-09-2025,Maharashtra,Thane,400612,177,145
18-09-2025,Maharashtra,Thane,400612,177,145
18-09-2025,Maharashtra,Thane,400614,8,10
18-09-2025,Maharashtra,Thane,400614,8,10
18-09-2025,Maharashtra,Thane,400703,134,66
18-09-2025,Maharashtra,Thane,400703,134,66
18-09-2025,Maharashtra,Thane,400705,30,30
18-09-2025,Maharashtra,Thane,400705,30,30
18-09-2025,Maharashtra,Thane,400706,95,51
18-09-2025,Maharashtra,Thane,400706,95,51
18-09-2025,Maharashtra,Thane,400710,11,2
18-09-2025,Maharashtra,Thane,400710,11,2
18-09-2025,Maharashtra,Thane,401101,31,50
18-09-2025,Maharashtra,Thane,401101,31,50
18-09-2025,Maharashtra,Thane,401103,0,12
18-09-2025,Maharashtra,Thane,401105,24,47
18-09-2025,Maharashtra,Thane,401105,24,47
18-09-2025,Maharashtra,Thane,401203,3,19
18-09-2025,Maharashtra,Thane,401203,3,19
18-09-2025,Maharashtra,Thane,401206,2,3
18-09-2025,Maharashtra,Thane,401207,1,3
18-09-2025,Maharashtra,Thane,401208,4,14
18-09-2025,Maharashtra,Thane,401208,4,14
18-09-2025,Maharashtra,Thane,401209,8,36
18-09-2025,Maharashtra,Thane,401301,1,5
18-09-2025,Maharashtra,Thane,401303,3,21
18-09-2025,Maharashtra,Thane,401303,3,21
18-09-2025,Maharashtra,Thane,401304,0,1
18-09-2025,Maharashtra,Thane,401304,0,1
18-09-2025,Maharashtra,Thane,401305,11,20
18-09-2025,Maharashtra,Thane,401403,4,12
18-09-2025,Maharashtra,Thane,401404,1,19
18-09-2025,Maharashtra,Thane,401405,0,3
18-09-2025,Maharashtra,Thane,401405,0,3
18-09-2025,Maharashtra,Thane,401502,0,3
18-09-2025,Maharashtra,Thane,401602,5,59
18-09-2025,Maharashtra,Thane,401602,5,59
18-09-2025,Maharashtra,Thane,401603,0,14
18-09-2025,Maharashtra,Thane,401603,0,14
18-09-2025,Maharashtra,Thane,401604,3,11
18-09-2025,Maharashtra,Thane,401604,3,11
18-09-2025,Maharashtra,Thane,401605,1,4
18-09-2025,Maharashtra,Thane,401607,3,24
18-09-2025,Maharashtra,Thane,401607,3,24
18-09-2025,Maharashtra,Thane,401702,0,4
18-09-2025,Maharashtra,Thane,401703,0,3
18-09-2025,Maharashtra,Thane,421001,50,25
18-09-2025,Maharashtra,Thane,421001,50,25
18-09-2025,Maharashtra,Thane,421003,0,3
18-09-2025,Maharashtra,Thane,421005,15,55
18-09-2025,Maharashtra,Thane,421101,6,11
18-09-2025,Maharashtra,Thane,421103,6,2
18-09-2025,Maharashtra,Thane,421103,6,2
18-09-2025,Maharashtra,Thane,421201,46,62
18-09-2025,Maharashtra,Thane,421202,26,32
18-09-2025,Maharashtra,Thane,421203,9,11
18-09-2025,Maharashtra,Thane,421203,9,11
18-09-2025,Maharashtra,Thane,421302,206,273
18-09-2025,Maharashtra,Thane,421302,206,273
18-09-2025,Maharashtra,Thane,421306,71,89
18-09-2025,Maharashtra,Thane,421306,71,89
18-09-2025,Maharashtra,Thane,421311,6,12
18-09-2025,Maharashtra,Thane,421311,6,12
18-09-2025,Maharashtra,Thane,421312,0,10
18-09-2025,Maharashtra,Thane,421312,0,10
18-09-2025,Maharashtra,Thane,421401,45,30
18-09-2025,Maharashtra,Thane,421402,22,8
18-09-2025,Maharashtra,Thane,421402,22,8
18-09-2025,Maharashtra,Thane,421403,21,5
18-09-2025,Maharashtra,Thane,421403,21,5
18-09-2025,Maharashtra,Thane,421502,1,0
18-09-2025,Maharashtra,Thane,421502,1,0
18-09-2025,Maharashtra,Thane,421503,62,63
18-09-2025,Maharashtra,Thane,421503,62,63
18-09-2025,Maharashtra,Thane,421505,36,11
18-09-2025,Maharashtra,Thane,421506,0,1
18-09-2025,Maharashtra,Thane,421506,0,1
18-09-2025,Maharashtra,Thane,421601,44,40
18-09-2025,Maharashtra,Thane,421601,44,40
18-09-2025,Maharashtra,Thane,421602,69,21
18-09-2025,Maharashtra,Thane,421602,69,21
18-09-2025,Maharashtra,Thane,421603,1,2
18-09-2025,Maharashtra,Thane,421603,1,2
18-09-2025,Maharashtra,Thane,421605,10,16
18-09-2025,Maharashtra,Thane,421605,10,16
19-09-2025,Maharashtra,Thane,400602,17,13
19-09-2025,Maharashtra,Thane,400603,16,10
19-09-2025,Maharashtra,Thane,400603,16,10
19-09-2025,Maharashtra,Thane,400606,84,49
19-09-2025,Maharashtra,Thane,400606,84,49
19-09-2025,Maharashtra,Thane,400607,37,27
19-09-2025,Maharashtra,Thane,400607,37,27
19-09-2025,Maharashtra,Thane,400610,12,14
19-09-2025,Maharashtra,Thane,400610,12,14
19-09-2025,Maharashtra,Thane,400614,5,6
19-09-2025,Maharashtra,Thane,400614,5,6
19-09-2025,Maharashtra,Thane,400615,12,19
19-09-2025,Maharashtra,Thane,400615,12,19
19-09-2025,Maharashtra,Thane,400701,74,34
19-09-2025,Maharashtra,Thane,400701,74,34
19-09-2025,Maharashtra,Thane,400705,30,31
19-09-2025,Maharashtra,Thane,400706,107,37
19-09-2025,Maharashtra,Thane,400706,107,37
19-09-2025,Maharashtra,Thane,400708,28,37
19-09-2025,Maharashtra,Thane,400708,28,37
19-09-2025,Maharashtra,Thane,400709,55,51
19-09-2025,Maharashtra,Thane,400709,55,51
19-09-2025,Maharashtra,Thane,401102,2,6
19-09-2025,Maharashtra,Thane,401103,1,11
19-09-2025,Maharashtra,Thane,401103,1,11
19-09-2025,Maharashtra,Thane,401104,0,1
19-09-2025,Maharashtra,Thane,401104,0,1
19-09-2025,Maharashtra,Thane,401105,20,46
19-09-2025,Maharashtra,Thane,401105,20,46
19-09-2025,Maharashtra,Thane,401106,3,18
19-09-2025,Maharashtra,Thane,401107,38,59
19-09-2025,Maharashtra,Thane,401107,38,59
19-09-2025,Maharashtra,Thane,401202,2,11
19-09-2025,Maharashtra,Thane,401202,2,11
19-09-2025,Maharashtra,Thane,401203,3,14
19-09-2025,Maharashtra,Thane,401203,3,14
19-09-2025,Maharashtra,Thane,401206,0,1
19-09-2025,Maharashtra,Thane,401206,0,1
19-09-2025,Maharashtra,Thane,401207,1,1
19-09-2025,Maharashtra,Thane,401209,7,27
19-09-2025,Maharashtra,Thane,401209,7,27
19-09-2025,Maharashtra,Thane,401301,2,0
19-09-2025,Maharashtra,Thane,401301,2,0
19-09-2025,Maharashtra,Thane,401302,3,14
19-09-2025,Maharashtra,Thane,401302,3,14
19-09-2025,Maharashtra,Thane,401305,8,20
19-09-2025,Maharashtra,Thane,401401,0,5
19-09-2025,Maharashtra,Thane,401401,0,5
19-09-2025,Maharashtra,Thane,401402,1,3
19-09-2025,Maharashtra,Thane,401402,1,3
19-09-2025,Maharashtra,Thane,401501,7,14
19-09-2025,Maharashtra,Thane,401501,7,14
19-09-2025,Maharashtra,Thane,401502,0,1
19-09-2025,Maharashtra,Thane,401504,0,2
19-09-2025,Maharashtra,Thane,401601,0,3
19-09-2025,Maharashtra,Thane,401601,0,3
19-09-2025,Maharashtra,Thane,401602,6,32
19-09-2025,Maharashtra,Thane,401602,6,32
19-09-2025,Maharashtra,Thane,401603,0,18
19-09-2025,Maharashtra,Thane,401603,0,18
19-09-2025,Maharashtra,Thane,401604,2,2
19-09-2025,Maharashtra,Thane,401604,2,2
19-09-2025,Maharashtra,Thane,401605,3,10
19-09-2025,Maharashtra,Thane,401605,3,10
19-09-2025,Maharashtra,Thane,401606,3,16
19-09-2025,Maharashtra,Thane,401606,3,16
19-09-2025,Maharashtra,Thane,401607,2,21
19-09-2025,Maharashtra,Thane,401703,0,1
19-09-2025,Maharashtra,Thane,401703,0,1
19-09-2025,Maharashtra,Thane,421004,16,41
19-09-2025,Maharashtra,Thane,421004,16,41
19-09-2025,Maharashtra,Thane,421005,14,16
19-09-2025,Maharashtra,Thane,421005,14,16
19-09-2025,Maharashtra,Thane,421103,1,2
19-09-2025,Maharashtra,Thane,421103,1,2
19-09-2025,Maharashtra,Thane,421201,50,43
19-09-2025,Maharashtra,Thane,421201,50,43
19-09-2025,Maharashtra,Thane,421202,43,37
19-09-2025,Maharashtra,Thane,421202,43,37
19-09-2025,Maharashtra,Thane,421203,14,16
19-09-2025,Maharashtra,Thane,421203,14,16
19-09-2025,Maharashtra,Thane,421204,38,45
19-09-2025,Maharashtra,Thane,421204,38,45
19-09-2025,Maharashtra,Thane,421302,207,218
19-09-2025,Maharashtra,Thane,421302,207,218
19-09-2025,Maharashtra,Thane,421303,1,6
19-09-2025,Maharashtra,Thane,421306,76,69
19-09-2025,Maharashtra,Thane,421306,76,69
19-09-2025,Maharashtra,Thane,421401,54,38
19-09-2025,Maharashtra,Thane,421401,54,38
19-09-2025,Maharashtra,Thane,421402,17,10
19-09-2025,Maharashtra,Thane,421402,17,10
19-09-2025,Maharashtra,Thane,421503,41,51
19-09-2025,Maharashtra,Thane,421506,2,1
19-09-2025,Maharashtra,Thane,421506,2,1
19-09-2025,Maharashtra,Thane,421603,7,4
19-09-2025,Maharashtra,Thane,421603,7,4
19-09-2025,Maharashtra,Thane,421604,0,2
20-09-2025,Maharashtra,Thane,400603,27,15
20-09-2025,Maharashtra,Thane,400604,156,56
20-09-2025,Maharashtra,Thane,400605,94,60
20-09-2025,Maharashtra,Thane,400606,72,27
20-09-2025,Maharashtra,Thane,400608,7,13
20-09-2025,Maharashtra,Thane,400608,7,13
20-09-2025,Maharashtra,Thane,400610,20,6
20-09-2025,Maharashtra,Thane,400610,20,6
20-09-2025,Maharashtra,Thane,400612,168,155
20-09-2025,Maharashtra,Thane,400612,168,155
20-09-2025,Maharashtra,Thane,400701,48,35
20-09-2025,Maharashtra,Thane,400701,48,35
20-09-2025,Maharashtra,Thane,400703,106,38
20-09-2025,Maharashtra,Thane,400709,57,52
20-09-2025,Maharashtra,Thane,400709,57,52
20-09-2025,Maharashtra,Thane,401101,26,30
20-09-2025,Maharashtra,Thane,401102,1,3
20-09-2025,Maharashtra,Thane,401103,0,2
20-09-2025,Maharashtra,Thane,401104,0,1
20-09-2025,Maharashtra,Thane,401104,0,1
20-09-2025,Maharashtra,Thane,401107,93,64
20-09-2025,Maharashtra,Thane,401201,3,3
20-09-2025,Maharashtra,Thane,401203,4,19
20-09-2025,Maharashtra,Thane,401203,4,19
20-09-2025,Maharashtra,Thane,401204,5,6
20-09-2025,Maharashtra,Thane,401301,7,12
20-09-2025,Maharashtra,Thane,401301,7,12
20-09-2025,Maharashtra,Thane,401302,0,4
20-09-2025,Maharashtra,Thane,401302,0,4
20-09-2025,Maharashtra,Thane,401303,4,33
20-09-2025,Maharashtra,Thane,401303,4,33
20-09-2025,Maharashtra,Thane,401305,16,15
20-09-2025,Maharashtra,Thane,401305,16,15
20-09-2025,Maharashtra,Thane,401401,0,1
20-09-2025,Maharashtra,Thane,401404,8,7
20-09-2025,Maharashtra,Thane,401404,8,7
20-09-2025,Maharashtra,Thane,401405,0,2
20-09-2025,Maharashtra,Thane,401405,0,2
20-09-2025,Maharashtra,Thane,401501,4,9
20-09-2025,Maharashtra,Thane,401501,4,9
20-09-2025,Maharashtra,Thane,401502,0,1
20-09-2025,Maharashtra,Thane,401502,0,1
20-09-2025,Maharashtra,Thane,401504,2,0
20-09-2025,Maharashtra,Thane,401601,0,2
20-09-2025,Maharashtra,Thane,401601,0,2
20-09-2025,Maharashtra,Thane,401602,2,34
20-09-2025,Maharashtra,Thane,401607,4,12
20-09-2025,Maharashtra,Thane,401607,4,12
20-09-2025,Maharashtra,Thane,401610,0,2
20-09-2025,Maharashtra,Thane,401701,0,1
20-09-2025,Maharashtra,Thane,401701,0,1
20-09-2025,Maharashtra,Thane,421001,16,27
20-09-2025,Maharashtra,Thane,421002,21,40
20-09-2025,Maharashtra,Thane,421002,21,40
20-09-2025,Maharashtra,Thane,421004,27,34
20-09-2025,Maharashtra,Thane,421004,27,34
20-09-2025,Maharashtra,Thane,421101,15,11
20-09-2025,Maharashtra,Thane,421101,15,11
20-09-2025,Maharashtra,Thane,421102,28,18
20-09-2025,Maharashtra,Thane,421103,0,3
20-09-2025,Maharashtra,Thane,421202,68,55
20-09-2025,Maharashtra,Thane,421204,54,73
20-09-2025,Maharashtra,Thane,421204,54,73
20-09-2025,Maharashtra,Thane,421301,196,172
20-09-2025,Maharashtra,Thane,421303,3,10
20-09-2025,Maharashtra,Thane,421304,0,1
20-09-2025,Maharashtra,Thane,421304,0,1
