date,state,district,pincode,demo_age_5_17,demo_age_17_
03-11-2025,Maharashtra,Thane,401301,0,2
03-11-2025,Maharashtra,Thane,401302,0,4
03-11-2025,Maharashtra,Thane,401502,0,10
03-11-2025,Maharashtra,Thane,401703,0,2
03-11-2025,Maharashtra,Thane,421001,0,33
03-11-2025,Maharashtra,Thane,421002,1,57
03-11-2025,Maharashtra,Thane,421201,7,71
31-10-2025,Maharashtra,Thane,400608,1,7
31-10-2025,Maharashtra,Thane,400612,11,122
31-10-2025,Maharashtra,Thane,400614,1,15
31-10-2025,Maharashtra,Thane,400708,6,23
31-10-2025,Maharashtra,Thane,401103,0,5
31-10-2025,Maharashtra,Thane,401105,4,43
31-10-2025,Maharashtra,Thane,401202,0,13
31-10-2025,Maharashtra,Thane,401303,0,24
31-10-2025,Maharashtra,Thane,401402,0,10
31-10-2025,Maharashtra,Thane,401403,0,62
31-10-2025,Maharashtra,Thane,401604,0,37
31-10-2025,Maharashtra,Thane,401610,0,4
31-10-2025,Maharashtra,Thane,421003,0,3
31-10-2025,Maharashtra,Thane,421202,4,58
31-10-2025,Maharashtra,Thane,421204,1,42
31-10-2025,Maharashtra,Thane,421301,4,206
31-10-2025,Maharashtra,Thane,421302,14,302
31-10-2025,Maharashtra,Thane,421303,0,47
31-10-2025,Maharashtra,Thane,421305,5,65
31-10-2025,Maharashtra,Thane,421506,0,3
31-10-2025,Maharashtra,Thane,421603,1,7
23-11-2025,Maharashtra,Thane,400607,4,24
23-11-2025,Maharashtra,Thane,400608,1,7
23-11-2025,Maharashtra,Thane,400709,2,12
23-11-2025,Maharashtra,Thane,401105,2,24
23-11-2025,Maharashtra,Thane,401107,9,63
23-11-2025,Maharashtra,Thane,401208,0,3
23-11-2025,Maharashtra,Thane,401501,0,1
23-11-2025,Maharashtra,Thane,421003,0,3
23-11-2025,Maharashtra,Thane,421102,1,6
23-11-2025,Maharashtra,Thane,421302,9,68
23-11-2025,Maharashtra,Thane,421501,2,12
23-11-2025,Maharashtra,Thane,421502,0,1
22-11-2025,Maharashtra,Thane,400606,5,30
22-11-2025,Maharashtra,Thane,400610,1,9
22-11-2025,Maharashtra,Thane,400706,3,32
22-11-2025,Maharashtra,Thane,400709,2,29
22-11-2025,Maharashtra,Thane,401102,0,2
22-11-2025,Maharashtra,Thane,401105,11,49
22-11-2025,Maharashtra,Thane,401209,0,13
22-11-2025,Maharashtra,Thane,401302,0,3
22-11-2025,Maharashtra,Thane,401401,0,7
22-11-2025,Maharashtra,Thane,401404,0,17
22-11-2025,Maharashtra,Thane,401603,0,24
22-11-2025,Maharashtra,Thane,401606,0,2
22-11-2025,Maharashtra,Thane,421004,1,22
22-11-2025,Maharashtra,Thane,421201,8,76
22-11-2025,Maharashtra,Thane,421202,3,50
22-11-2025,Maharashtra,Thane,421204,10,50
22-11-2025,Maharashtra,Thane,421311,1,19
22-11-2025,Maharashtra,Thane,421503,9,79
22-11-2025,Maharashtra,Thane,421605,0,15
17-11-2025,Maharashtra,Thane,400601,1,62
17-11-2025,Maharashtra,Thane,400607,3,59
17-11-2025,Maharashtra,Thane,400705,1,40
17-11-2025,Maharashtra,Thane,401204,0,32
17-11-2025,Maharashtra,Thane,401502,0,22
17-11-2025,Maharashtra,Thane,401504,0,9
17-11-2025,Maharashtra,Thane,401602,0,104
17-11-2025,Maharashtra,Thane,401610,0,5
17-11-2025,Maharashtra,Thane,421301,10,437
17-11-2025,Maharashtra,Thane,421303,0,60
17-11-2025,Maharashtra,Thane,421505,2,21
16-11-2025,Maharashtra,Thane,400606,3,17
16-11-2025,Maharashtra,Thane,400607,6,23
16-11-2025,Maharashtra,Thane,400710,0,3
16-11-2025,Maharashtra,Thane,401301,0,12
16-11-2025,Maharashtra,Thane,401303,1,8
16-11-2025,Maharashtra,Thane,401504,0,1
16-11-2025,Maharashtra,Thane,421001,0,6
16-11-2025,Maharashtra,Thane,421004,0,31
16-11-2025,Maharashtra,Thane,421101,0,12
16-11-2025,Maharashtra,Thane,421301,8,67
16-11-2025,Maharashtra,Thane,421305,3,34
16-11-2025,Maharashtra,Thane,421308,1,14
16-11-2025,Maharashtra,Thane,421402,0,2
16-11-2025,Maharashtra,Thane,421403,0,1
16-11-2025,Maharashtra,Thane,421503,5,30
16-11-2025,Maharashtra,Thane,421601,0,1
16-11-2025,Maharashtra,Thane,421605,3,40
20-11-2025,Maharashtra,Thane,400606,3,42
20-11-2025,Maharashtra,Thane,400710,0,5
20-11-2025,Maharashtra,Thane,401107,14,162
20-11-2025,Maharashtra,Thane,401203,0,10
20-11-2025,Maharashtra,Thane,401204,0,22
20-11-2025,Maharashtra,Thane,401206,0,2
20-11-2025,Maharashtra,Thane,401403,0,64
20-11-2025,Maharashtra,Thane,401404,0,46
20-11-2025,Maharashtra,Thane,401405,0,5
20-11-2025,Maharashtra,Thane,401501,1,47
20-11-2025,Maharashtra,Thane,401502,0,6
20-11-2025,Maharashtra,Thane,401504,0,5
20-11-2025,Maharashtra,Thane,401604,0,70
20-11-2025,Maharashtra,Thane,401605,0,55
20-11-2025,Maharashtra,Thane,401607,0,8
20-11-2025,Maharashtra,Thane,421001,0,24
20-11-2025,Maharashtra,Thane,421003,0,6
20-11-2025,Maharashtra,Thane,421101,0,23
20-11-2025,Maharashtra,Thane,421301,18,213
20-11-2025,Maharashtra,Thane,421311,0,18
20-11-2025,Maharashtra,Thane,421506,0,1
20-11-2025,Maharashtra,Thane,421605,4,21
01-11-2025,Maharashtra,Thane,400602,0,14
01-11-2025,Maharashtra,Thane,400610,1,10
01-11-2025,Maharashtra,Thane,400615,4,39
01-11-2025,Maharashtra,Thane,401101,2,35
01-11-2025,Maharashtra,Thane,401105,5,59
01-11-2025,Maharashtra,Thane,401302,0,4
01-11-2025,Maharashtra,Thane,401303,0,16
01-11-2025,Maharashtra,Thane,401602,0,38
01-11-2025,Maharashtra,Thane,401609,0,2
01-11-2025,Maharashtra,Thane,421004,2,38
01-11-2025,Maharashtra,Thane,421101,1,13
01-11-2025,Maharashtra,Thane,421301,19,179
01-11-2025,Maharashtra,Thane,421303,0,34
01-11-2025,Maharashtra,Thane,421312,0,23
01-11-2025,Maharashtra,Thane,421402,2,119
01-11-2025,Maharashtra,Thane,421403,0,56
01-11-2025,Maharashtra,Thane,421502,0,6
01-11-2025,Maharashtra,Thane,421602,0,16
01-11-2025,Maharashtra,Thane,421603,0,5
02-11-2025,Maharashtra,Thane,400608,0,12
02-11-2025,Maharashtra,Thane,400610,8,6
02-11-2025,Maharashtra,Thane,400705,1,18
02-11-2025,Maharashtra,Thane,400710,0,1
02-11-2025,Maharashtra,Thane,401206,0,2
02-11-2025,Maharashtra,Thane,401209,0,7
02-11-2025,Maharashtra,Thane,401303,0,3
02-11-2025,Maharashtra,Thane,401403,0,27
02-11-2025,Maharashtra,Thane,421102,0,14
02-11-2025,Maharashtra,Thane,421103,0,2
02-11-2025,Maharashtra,Thane,421305,0,24
30-10-2025,Maharashtra,Thane,400604,12,57
30-10-2025,Maharashtra,Thane,400612,21,176
30-10-2025,Maharashtra,Thane,400615,6,47
30-10-2025,Maharashtra,Thane,400710,0,3
30-10-2025,Maharashtra,Thane,401102,0,11
30-10-2025,Maharashtra,Thane,401105,4,41
30-10-2025,Maharashtra,Thane,401106,1,13
30-10-2025,Maharashtra,Thane,401107,13,179
30-10-2025,Maharashtra,Thane,401202,0,20
30-10-2025,Maharashtra,Thane,401209,0,12
30-10-2025,Maharashtra,Thane,401302,0,4
30-10-2025,Maharashtra,Thane,401305,1,25
30-10-2025,Maharashtra,Thane,401404,0,50
30-10-2025,Maharashtra,Thane,401501,0,20
30-10-2025,Maharashtra,Thane,401601,0,6
30-10-2025,Maharashtra,Thane,401605,1,84
30-10-2025,Maharashtra,Thane,401607,0,38
30-10-2025,Maharashtra,Thane,421001,1,13
30-10-2025,Maharashtra,Thane,421103,0,9
30-10-2025,Maharashtra,Thane,421202,7,41
30-10-2025,Maharashtra,Thane,421204,7,44
30-10-2025,Maharashtra,Thane,421302,22,358
30-10-2025,Maharashtra,Thane,421402,2,111
29-10-2025,Maharashtra,Thane,400603,1,8
29-10-2025,Maharashtra,Thane,400606,2,31
29-10-2025,Maharashtra,Thane,400610,2,16
29-10-2025,Maharashtra,Thane,400614,0,15
29-10-2025,Maharashtra,Thane,400615,7,34
29-10-2025,Maharashtra,Thane,400701,6,44
29-10-2025,Maharashtra,Thane,401301,0,1
29-10-2025,Maharashtra,Thane,401304,0,3
29-10-2025,Maharashtra,Thane,401305,1,16
29-10-2025,Maharashtra,Thane,401402,0,3
29-10-2025,Maharashtra,Thane,401501,0,25
29-10-2025,Maharashtra,Thane,401503,0,3
29-10-2025,Maharashtra,Thane,401603,0,80
29-10-2025,Maharashtra,Thane,421004,2,31
29-10-2025,Maharashtra,Thane,421202,8,62
29-10-2025,Maharashtra,Thane,421402,0,112
29-10-2025,Maharashtra,Thane,421501,4,54
29-10-2025,Maharashtra,Thane,421502,0,1
29-10-2025,Maharashtra,Thane,421506,0,2
29-10-2025,Maharashtra,Thane,421601,4,175
24-11-2025,Maharashtra,Thane,400606,1,47
24-11-2025,Maharashtra,Thane,400610,1,11
24-11-2025,Maharashtra,Thane,400701,4,37
24-11-2025,Maharashtra,Thane,400706,3,53
24-11-2025,Maharashtra,Thane,401206,0,1
24-11-2025,Maharashtra,Thane,401207,0,2
24-11-2025,Maharashtra,Thane,401302,0,4
24-11-2025,Maharashtra,Thane,401501,0,34
24-11-2025,Maharashtra,Thane,401503,0,7
24-11-2025,Maharashtra,Thane,401603,0,56
24-11-2025,Maharashtra,Thane,401702,0,5
24-11-2025,Maharashtra,Thane,421004,2,42
24-11-2025,Maharashtra,Thane,421101,1,15
24-11-2025,Maharashtra,Thane,421302,15,286
24-11-2025,Maharashtra,Thane,421501,6,66
24-11-2025,Maharashtra,Thane,421503,13,95
24-11-2025,Maharashtra,Thane,421605,3,26
25-11-2025,Maharashtra,Thane,400601,5,48
25-11-2025,Maharashtra,Thane,400602,0,24
25-11-2025,Maharashtra,Thane,400607,2,46
25-11-2025,Maharashtra,Thane,400608,1,12
25-11-2025,Maharashtra,Thane,400701,6,37
25-11-2025,Maharashtra,Thane,401107,19,162
25-11-2025,Maharashtra,Thane,401405,0,4
25-11-2025,Maharashtra,Thane,401503,0,10
25-11-2025,Maharashtra,Thane,401603,0,58
25-11-2025,Maharashtra,Thane,401607,0,7
25-11-2025,Maharashtra,Thane,421002,5,80
25-11-2025,Maharashtra,Thane,421311,0,18
25-11-2025,Maharashtra,Thane,421403,0,54
25-11-2025,Maharashtra,Thane,421602,0,36
26-11-2025,Maharashtra,Thane,400606,4,24
26-11-2025,Maharashtra,Thane,400608,0,13
26-11-2025,Maharashtra,Thane,400703,2,24
26-11-2025,Maharashtra,Thane,401103,0,4
26-11-2025,Maharashtra,Thane,401203,1,8
26-11-2025,Maharashtra,Thane,401207,0,1
26-11-2025,Maharashtra,Thane,401208,0,14
26-11-2025,Maharashtra,Thane,401404,0,40
26-11-2025,Maharashtra,Thane,401606,0,8
26-11-2025,Maharashtra,Thane,401702,0,1
26-11-2025,Maharashtra,Thane,421003,1,9
26-11-2025,Maharashtra,Thane,421101,5,6
26-11-2025,Maharashtra,Thane,421202,3,47
26-11-2025,Maharashtra,Thane,421306,8,88
26-11-2025,Maharashtra,Thane,421308,1,21
26-11-2025,Maharashtra,Thane,421506,0,2
01-12-2025,Maharashtra,Thane,400701,5,32
01-12-2025,Maharashtra,Thane,400710,0,7
01-12-2025,Maharashtra,Thane,401106,1,8
01-12-2025,Maharashtra,Thane,401201,0,32
01-12-2025,Maharashtra,Thane,401304,0,1
01-12-2025,Maharashtra,Thane,401501,0,15
01-12-2025,Maharashtra,Thane,401506,0,2
01-12-2025,Maharashtra,Thane,401605,0,46
01-12-2025,Maharashtra,Thane,421004,7,47
01-12-2025,Maharashtra,Thane,421203,0,21
01-12-2025,Maharashtra,Thane,421401,3,116
01-12-2025,Maharashtra,Thane,421503,7,100
01-12-2025,Maharashtra,Thane,421505,3,17
02-12-2025,Maharashtra,Thane,400701,4,42
02-12-2025,Maharashtra,Thane,400709,5,43
02-12-2025,Maharashtra,Thane,401101,1,39
02-12-2025,Maharashtra,Thane,401102,1,12
02-12-2025,Maharashtra,Thane,401203,1,17
02-12-2025,Maharashtra,Thane,401209,0,30
02-12-2025,Maharashtra,Thane,401304,0,1
02-12-2025,Maharashtra,Thane,401605,0,28
02-12-2025,Maharashtra,Thane,401606,0,19
02-12-2025,Maharashtra,Thane,401610,0,1
02-12-2025,Maharashtra,Thane,421103,0,12
02-12-2025,Maharashtra,Thane,421201,4,71
02-12-2025,Maharashtra,Thane,421202,4,66
02-12-2025,Maharashtra,Thane,421503,1,62
02-12-2025,Maharashtra,Thane,421601,3,112
02-12-2025,Maharashtra,Thane,421603,0,3
27-11-2025,Maharashtra,Thane,400608,0,14
27-11-2025,Maharashtra,Thane,401102,0,26
27-11-2025,Maharashtra,Thane,401207,0,2
27-11-2025,Maharashtra,Thane,401303,2,21
27-11-2025,Maharashtra,Thane,401304,0,4
27-11-2025,Maharashtra,Thane,401305,0,20
27-11-2025,Maharashtra,Thane,401402,0,1
27-11-2025,Maharashtra,Thane,401403,0,39
27-11-2025,Maharashtra,Thane,401404,0,29
27-11-2025,Maharashtra,Thane,401502,0,7
27-11-2025,Maharashtra,Thane,401503,0,1
27-11-2025,Maharashtra,Thane,401504,0,4
27-11-2025,Maharashtra,Thane,401602,0,29
27-11-2025,Maharashtra,Thane,421004,2,55
27-11-2025,Maharashtra,Thane,421005,1,19
27-11-2025,Maharashtra,Thane,421102,2,30
27-11-2025,Maharashtra,Thane,421103,0,8
27-11-2025,Maharashtra,Thane,421312,0,14
27-11-2025,Maharashtra,Thane,421503,2,99
27-11-2025,Maharashtra,Thane,421506,0,3
27-11-2025,Maharashtra,Thane,421604,0,2
28-11-2025,Maharashtra,Thane,400601,2,30
28-11-2025,Maharashtra,Thane,400605,5,58
28-11-2025,Maharashtra,Thane,400607,6,43
28-11-2025,Maharashtra,Thane,400612,25,196
28-11-2025,Maharashtra,Thane,400705,1,16
28-11-2025,Maharashtra,Thane,400706,4,52
28-11-2025,Maharashtra,Thane,400709,6,37
28-11-2025,Maharashtra,Thane,401102,0,20
28-11-2025,Maharashtra,Thane,401107,18,153
28-11-2025,Maharashtra,Thane,401301,0,3
28-11-2025,Maharashtra,Thane,401305,0,15
28-11-2025,Maharashtra,Thane,401403,0,28
28-11-2025,Maharashtra,Thane,401501,0,38
28-11-2025,Maharashtra,Thane,401603,0,67
28-11-2025,Maharashtra,Thane,401610,0,2
28-11-2025,Maharashtra,Thane,401702,0,7
28-11-2025,Maharashtra,Thane,421002,2,50
28-11-2025,Maharashtra,Thane,421202,2,43
28-11-2025,Maharashtra,Thane,421305,4,47
28-11-2025,Maharashtra,Thane,421312,0,16
28-11-2025,Maharashtra,Thane,421506,0,2
29-11-2025,Maharashtra,Thane,400602,1,13
29-11-2025,Maharashtra,Thane,400604,4,47
29-11-2025,Maharashtra,Thane,401102,0,6
29-11-2025,Maharashtra,Thane,401107,17,150
29-11-2025,Maharashtra,Thane,401301,0,8
29-11-2025,Maharashtra,Thane,401401,0,1
29-11-2025,Maharashtra,Thane,401402,0,3
29-11-2025,Maharashtra,Thane,401404,0,19
29-11-2025,Maharashtra,Thane,401405,0,5
29-11-2025,Maharashtra,Thane,401506,0,2
29-11-2025,Maharashtra,Thane,401602,0,27
29-11-2025,Maharashtra,Thane,401604,0,30
29-11-2025,Maharashtra,Thane,401606,0,14
29-11-2025,Maharashtra,Thane,421005,1,24
29-11-2025,Maharashtra,Thane,421102,4,43
29-11-2025,Maharashtra,Thane,421201,5,57
29-11-2025,Maharashtra,Thane,421301,16,146
29-11-2025,Maharashtra,Thane,421302,24,309
29-11-2025,Maharashtra,Thane,421311,1,13
29-11-2025,Maharashtra,Thane,421501,8,75
29-11-2025,Maharashtra,Thane,421506,0,2
29-11-2025,Maharashtra,Thane,421601,4,99
29-11-2025,Maharashtra,Thane,421605,4,25
30-11-2025,Maharashtra,Thane,400607,3,16
30-11-2025,Maharashtra,Thane,400608,1,6
30-11-2025,Maharashtra,Thane,400615,6,9
30-11-2025,Maharashtra,Thane,401204,0,1
30-11-2025,Maharashtra,Thane,401301,0,4
30-11-2025,Maharashtra,Thane,401603,0,1
30-11-2025,Maharashtra,Thane,421101,0,1
30-11-2025,Maharashtra,Thane,421303,0,1
30-11-2025,Maharashtra,Thane,421305,0,14
30-11-2025,Maharashtra,Thane,421306,2,74
30-11-2025,Maharashtra,Thane,421602,0,1
30-11-2025,Maharashtra,Thane,421605,2,18
01-03-2025,Maharashtra,Thane,401101,71,753
01-03-2025,Maharashtra,Thane,400608,30,298
01-04-2025,Maharashtra,Thane,421302,325,3750
01-05-2025,Maharashtra,Thane,421301,372,2336
01-05-2025,Maharashtra,Thane,421302,455,4290
01-03-2025,Maharashtra,Thane,421308,18,299
01-03-2025,Maharashtra,Thane,421501,79,1439
01-03-2025,Maharashtra,Thane,421002,65,929
01-03-2025,Maharashtra,Thane,400706,130,1399
01-03-2025,Maharashtra,Thane,400607,121,1083
01-03-2025,Maharashtra,Thane,400615,99,966
01-03-2025,Maharashtra,Thane,400604,156,1503
01-03-2025,Maharashtra,Thane,421403,10,256
01-06-2025,Maharashtra,Thane,400706,150,1234
01-07-2025,Maharashtra,Thane,400612,799,4745
01-07-2025,Maharashtra,Thane,421301,369,3152
01-09-2025,Maharashtra,Thane,400603,0,5
01-09-2025,Maharashtra,Thane,400604,4,18
01-09-2025,Maharashtra,Thane,400605,8,44
01-09-2025,Maharashtra,Thane,400706,10,28
01-09-2025,Maharashtra,Thane,401104,0,1
01-09-2025,Maharashtra,Thane,401204,1,6
01-09-2025,Maharashtra,Thane,401209,0,16
01-09-2025,Maharashtra,Thane,401305,0,12
01-09-2025,Maharashtra,Thane,401404,0,6
01-09-2025,Maharashtra,Thane,401601,0,2
01-09-2025,Maharashtra,Thane,401604,0,4
01-09-2025,Maharashtra,Thane,401605,0,11
01-09-2025,Maharashtra,Thane,401702,0,2
01-09-2025,Maharashtra,Thane,421003,0,4
01-09-2025,Maharashtra,Thane,421102,1,10
01-09-2025,Maharashtra,Thane,421201,2,33
01-09-2025,Maharashtra,Thane,421312,0,5
01-09-2025,Maharashtra,Thane,421403,0,7
01-09-2025,Maharashtra,Thane,421506,0,3
02-09-2025,Maharashtra,Thane,400601,2,16
02-09-2025,Maharashtra,Thane,400604,2,28
02-09-2025,Maharashtra,Thane,400607,9,18
02-09-2025,Maharashtra,Thane,401302,0,1
02-09-2025,Maharashtra,Thane,401503,0,5
02-09-2025,Maharashtra,Thane,421004,2,18
02-09-2025,Maharashtra,Thane,421005,1,8
02-09-2025,Maharashtra,Thane,421201,3,25
02-09-2025,Maharashtra,Thane,421204,1,31
02-09-2025,Maharashtra,Thane,421311,0,5
02-09-2025,Maharashtra,Thane,421402,0,4
02-09-2025,Maharashtra,Thane,421605,1,14
04-09-2025,Maharashtra,Thane,400603,2,8
04-09-2025,Maharashtra,Thane,400605,5,30
04-09-2025,Maharashtra,Thane,400606,2,24
04-09-2025,Maharashtra,Thane,401104,0,1
04-09-2025,Maharashtra,Thane,401106,2,5
04-09-2025,Maharashtra,Thane,401204,0,1
04-09-2025,Maharashtra,Thane,401301,0,1
04-09-2025,Maharashtra,Thane,401404,0,7
04-09-2025,Maharashtra,Thane,401405,0,2
04-09-2025,Maharashtra,Thane,401502,0,2
04-09-2025,Maharashtra,Thane,401602,0,17
04-09-2025,Maharashtra,Thane,401606,0,17
04-09-2025,Maharashtra,Thane,401610,0,2
04-09-2025,Maharashtra,Thane,421301,14,75
04-09-2025,Maharashtra,Thane,421302,11,147
04-09-2025,Maharashtra,Thane,421312,0,4
04-09-2025,Maharashtra,Thane,421501,5,36
04-09-2025,Maharashtra,Thane,421502,0,1
04-09-2025,Maharashtra,Thane,421604,0,1
03-09-2025,Maharashtra,Thane,400603,1,3
03-09-2025,Maharashtra,Thane,400604,0,22
03-09-2025,Maharashtra,Thane,400615,0,33
03-09-2025,Maharashtra,Thane,400705,2,31
03-09-2025,Maharashtra,Thane,401201,1,6
03-09-2025,Maharashtra,Thane,401203,0,10
03-09-2025,Maharashtra,Thane,401209,2,23
03-09-2025,Maharashtra,Thane,401303,0,9
03-09-2025,Maharashtra,Thane,401401,0,1
03-09-2025,Maharashtra,Thane,401404,0,6
03-09-2025,Maharashtra,Thane,401502,0,2
03-09-2025,Maharashtra,Thane,401503,0,2
03-09-2025,Maharashtra,Thane,401504,0,2
03-09-2025,Maharashtra,Thane,401506,0,3
03-09-2025,Maharashtra,Thane,421005,0,13
03-09-2025,Maharashtra,Thane,421302,20,133
03-09-2025,Maharashtra,Thane,421308,0,12
03-09-2025,Maharashtra,Thane,421401,4,34
03-09-2025,Maharashtra,Thane,421403,2,8
03-09-2025,Maharashtra,Thane,421505,1,14
03-09-2025,Maharashtra,Thane,421602,0,15
06-09-2025,Maharashtra,Thane,400604,9,10
06-09-2025,Maharashtra,Thane,401103,0,1
06-09-2025,Maharashtra,Thane,401202,0,2
06-09-2025,Maharashtra,Thane,401305,0,6
06-09-2025,Maharashtra,Thane,401606,0,1
06-09-2025,Maharashtra,Thane,421002,2,17
06-09-2025,Maharashtra,Thane,421004,1,8
06-09-2025,Maharashtra,Thane,421201,1,41
06-09-2025,Maharashtra,Thane,421203,0,8
06-09-2025,Maharashtra,Thane,421301,11,51
06-09-2025,Maharashtra,Thane,421503,4,33
06-09-2025,Maharashtra,Thane,421505,1,6
05-09-2025,Maharashtra,Thane,400604,1,20
05-09-2025,Maharashtra,Thane,400605,3,15
05-09-2025,Maharashtra,Thane,400610,1,3
05-09-2025,Maharashtra,Thane,400709,1,18
05-09-2025,Maharashtra,Thane,401203,0,1
05-09-2025,Maharashtra,Thane,401209,1,8
05-09-2025,Maharashtra,Thane,401303,0,4
05-09-2025,Maharashtra,Thane,401604,0,5
05-09-2025,Maharashtra,Thane,421201,2,17
05-09-2025,Maharashtra,Thane,421204,0,21
05-09-2025,Maharashtra,Thane,421301,6,50
05-09-2025,Maharashtra,Thane,421302,5,56
05-09-2025,Maharashtra,Thane,421311,1,4
05-09-2025,Maharashtra,Thane,421402,0,3
05-09-2025,Maharashtra,Thane,421501,0,21
08-09-2025,Maharashtra,Thane,400604,6,28
08-09-2025,Maharashtra,Thane,400605,2,44
08-09-2025,Maharashtra,Thane,400705,3,22
08-09-2025,Maharashtra,Thane,400709,1,39
08-09-2025,Maharashtra,Thane,401103,0,4
08-09-2025,Maharashtra,Thane,401201,0,10
08-09-2025,Maharashtra,Thane,401203,0,7
08-09-2025,Maharashtra,Thane,401204,0,7
08-09-2025,Maharashtra,Thane,401209,1,22
08-09-2025,Maharashtra,Thane,401303,2,16
08-09-2025,Maharashtra,Thane,401601,0,4
08-09-2025,Maharashtra,Thane,401603,0,10
08-09-2025,Maharashtra,Thane,401606,0,18
08-09-2025,Maharashtra,Thane,421001,0,20
08-09-2025,Maharashtra,Thane,421303,0,17
08-09-2025,Maharashtra,Thane,421502,2,2
08-09-2025,Maharashtra,Thane,421505,5,13
08-09-2025,Maharashtra,Thane,421602,3,10
07-09-2025,Maharashtra,Thane,400612,4,36
07-09-2025,Maharashtra,Thane,400703,1,12
07-09-2025,Maharashtra,Thane,400709,2,8
07-09-2025,Maharashtra,Thane,401404,0,1
07-09-2025,Maharashtra,Thane,401506,0,1
07-09-2025,Maharashtra,Thane,401606,0,1
07-09-2025,Maharashtra,Thane,421001,0,1
07-09-2025,Maharashtra,Thane,421002,0,6
07-09-2025,Maharashtra,Thane,421005,0,4
07-09-2025,Maharashtra,Thane,421306,6,29
07-09-2025,Maharashtra,Thane,421502,1,4
09-09-2025,Maharashtra,Thane,400705,3,21
09-09-2025,Maharashtra,Thane,400706,4,42
09-09-2025,Maharashtra,Thane,401107,6,104
09-09-2025,Maharashtra,Thane,401201,0,7
09-09-2025,Maharashtra,Thane,401206,0,3
09-09-2025,Maharashtra,Thane,401304,0,7
09-09-2025,Maharashtra,Thane,401402,0,1
09-09-2025,Maharashtra,Thane,401602,1,31
09-09-2025,Maharashtra,Thane,401604,1,23
09-09-2025,Maharashtra,Thane,421002,6,42
09-09-2025,Maharashtra,Thane,421004,1,28
09-09-2025,Maharashtra,Thane,421201,8,58
09-09-2025,Maharashtra,Thane,421204,4,47
10-09-2025,Maharashtra,Thane,400601,7,49
10-09-2025,Maharashtra,Thane,400603,0,6
10-09-2025,Maharashtra,Thane,400604,4,47
10-09-2025,Maharashtra,Thane,400605,6,36
10-09-2025,Maharashtra,Thane,400608,1,11
10-09-2025,Maharashtra,Thane,400612,20,162
10-09-2025,Maharashtra,Thane,400703,7,34
10-09-2025,Maharashtra,Thane,400705,5,30
10-09-2025,Maharashtra,Thane,400710,1,1
10-09-2025,Maharashtra,Thane,401101,1,22
10-09-2025,Maharashtra,Thane,401106,1,14
10-09-2025,Maharashtra,Thane,401208,0,9
10-09-2025,Maharashtra,Thane,401303,0,7
10-09-2025,Maharashtra,Thane,401506,0,3
10-09-2025,Maharashtra,Thane,401604,0,5
10-09-2025,Maharashtra,Thane,401605,0,10
10-09-2025,Maharashtra,Thane,401607,0,7
10-09-2025,Maharashtra,Thane,421004,2,31
10-09-2025,Maharashtra,Thane,421101,1,11
10-09-2025,Maharashtra,Thane,421102,1,15
10-09-2025,Maharashtra,Thane,421301,26,118
10-09-2025,Maharashtra,Thane,421308,2,13
10-09-2025,Maharashtra,Thane,421505,3,14
10-09-2025,Maharashtra,Thane,421506,0,1
10-09-2025,Maharashtra,Thane,421601,5,47
10-09-2025,Maharashtra,Thane,421605,5,20
12-09-2025,Maharashtra,Thane,400601,3,41
12-09-2025,Maharashtra,Thane,400615,0,45
12-09-2025,Maharashtra,Thane,400709,6,34
12-09-2025,Maharashtra,Thane,401101,3,23
12-09-2025,Maharashtra,Thane,401303,0,12
12-09-2025,Maharashtra,Thane,401304,0,3
12-09-2025,Maharashtra,Thane,401506,0,1
12-09-2025,Maharashtra,Thane,421001,1,24
12-09-2025,Maharashtra,Thane,421003,0,4
12-09-2025,Maharashtra,Thane,421302,34,187
12-09-2025,Maharashtra,Thane,421305,11,42
12-09-2025,Maharashtra,Thane,421311,0,9
12-09-2025,Maharashtra,Thane,421402,2,18
12-09-2025,Maharashtra,Thane,421403,0,11
12-09-2025,Maharashtra,Thane,421505,2,17
12-09-2025,Maharashtra,Thane,421602,0,10
12-09-2025,Maharashtra,Thane,421605,3,18
11-09-2025,Maharashtra,Thane,400606,3,35
11-09-2025,Maharashtra,Thane,400610,2,20
11-09-2025,Maharashtra,Thane,401201,0,9
11-09-2025,Maharashtra,Thane,401202,0,12
11-09-2025,Maharashtra,Thane,401206,0,3
11-09-2025,Maharashtra,Thane,401303,0,14
11-09-2025,Maharashtra,Thane,401606,0,14
11-09-2025,Maharashtra,Thane,401607,0,7
11-09-2025,Maharashtra,Thane,421103,1,2
11-09-2025,Maharashtra,Thane,421302,27,163
11-09-2025,Maharashtra,Thane,421306,6,79
11-09-2025,Maharashtra,Thane,421503,5,52
13-09-2025,Maharashtra,Thane,400605,7,38
13-09-2025,Maharashtra,Thane,400612,33,146
13-09-2025,Maharashtra,Thane,400705,4,20
13-09-2025,Maharashtra,Thane,400706,4,22
13-09-2025,Maharashtra,Thane,400709,6,23
13-09-2025,Maharashtra,Thane,401104,0,1
13-09-2025,Maharashtra,Thane,401107,13,110
13-09-2025,Maharashtra,Thane,401207,0,5
13-09-2025,Maharashtra,Thane,401305,0,13
13-09-2025,Maharashtra,Thane,401403,0,3
13-09-2025,Maharashtra,Thane,401506,0,1
13-09-2025,Maharashtra,Thane,421002,3,23
