date,state,district,pincode,age_0_5,age_5_17,age_18_greater
24-10-2025,Maharashtra,Thane,401101,2,3,0
24-10-2025,Maharashtra,Thane,421103,1,0,0
24-10-2025,Maharashtra,Thane,421301,7,1,0
24-10-2025,Maharashtra,Thane,421311,1,0,0
24-10-2025,Maharashtra,Thane,421501,2,1,0
24-10-2025,Maharashtra,Thane,421503,3,1,0
25-10-2025,Maharashtra,Thane,400615,2,0,0
25-10-2025,Maharashtra,Thane,400703,5,0,0
25-10-2025,Maharashtra,Thane,400708,1,1,0
25-10-2025,Maharashtra,Thane,400709,2,2,0
25-10-2025,Maharashtra,Thane,401204,0,1,0
25-10-2025,Maharashtra,Thane,421005,1,1,0
25-10-2025,Maharashtra,Thane,421204,1,1,0
25-10-2025,Maharashtra,Thane,421306,6,7,0
25-10-2025,Maharashtra,Thane,421501,1,0,0
27-09-2025,Maharashtra,Thane,400601,3,1,0
28-10-2025,Maharashtra,Thane,400604,2,1,0
28-10-2025,Maharashtra,Thane,400612,4,4,1
28-10-2025,Maharashtra,Thane,401208,3,0,0
28-10-2025,Maharashtra,Thane,401501,2,0,0
28-10-2025,Maharashtra,Thane,401504,1,0,0
28-10-2025,Maharashtra,Thane,421002,1,2,0
28-10-2025,Maharashtra,Thane,421004,1,0,0
28-10-2025,Maharashtra,Thane,421302,17,7,1
28-10-2025,Maharashtra,Thane,421311,2,0,0
28-10-2025,Maharashtra,Thane,421403,1,1,0
28-10-2025,Maharashtra,Thane,421601,3,1,0
27-10-2025,Maharashtra,Thane,400606,0,1,0
27-10-2025,Maharashtra,Thane,400614,3,0,0
27-10-2025,Maharashtra,Thane,400706,4,0,0
27-10-2025,Maharashtra,Thane,400708,1,2,0
27-10-2025,Maharashtra,Thane,401206,0,1,0
27-10-2025,Maharashtra,Thane,401209,2,2,0
27-10-2025,Maharashtra,Thane,421204,2,2,0
27-10-2025,Maharashtra,Thane,421302,11,6,1
30-10-2025,Maharashtra,Thane,400603,3,1,0
30-10-2025,Maharashtra,Thane,400605,9,4,0
30-10-2025,Maharashtra,Thane,400608,2,0,0
30-10-2025,Maharashtra,Thane,400705,11,4,0
30-10-2025,Maharashtra,Thane,400708,18,2,0
30-10-2025,Maharashtra,Thane,400709,10,7,0
30-10-2025,Maharashtra,Thane,401101,13,1,0
30-10-2025,Maharashtra,Thane,401201,2,0,0
30-10-2025,Maharashtra,Thane,401207,1,0,0
30-10-2025,Maharashtra,Thane,401301,1,0,0
30-10-2025,Maharashtra,Thane,401603,4,2,0
30-10-2025,Maharashtra,Thane,401604,2,0,0
30-10-2025,Maharashtra,Thane,421002,7,5,0
30-10-2025,Maharashtra,Thane,421005,6,0,0
30-10-2025,Maharashtra,Thane,421101,2,0,0
30-10-2025,Maharashtra,Thane,421203,4,1,0
30-10-2025,Maharashtra,Thane,421305,8,4,0
30-10-2025,Maharashtra,Thane,421308,7,3,0
30-10-2025,Maharashtra,Thane,421503,30,10,0
29-10-2025,Maharashtra,Thane,401606,1,0,0
29-10-2025,Maharashtra,Thane,401610,3,0,0
29-10-2025,Maharashtra,Thane,421102,1,2,0
29-10-2025,Maharashtra,Thane,421301,11,2,0
29-10-2025,Maharashtra,Thane,421302,7,3,0
29-10-2025,Maharashtra,Thane,421312,1,0,0
29-10-2025,Maharashtra,Thane,421503,6,3,0
29-10-2025,Maharashtra,Thane,421605,2,2,0
29-10-2025,Maharashtra,Thane,400604,2,0,0
29-10-2025,Maharashtra,Thane,400709,6,2,0
29-10-2025,Maharashtra,Thane,401101,1,1,0
31-10-2025,Maharashtra,Thane,400603,1,0,0
31-10-2025,Maharashtra,Thane,400605,8,3,0
31-10-2025,Maharashtra,Thane,400615,5,0,0
31-10-2025,Maharashtra,Thane,400701,4,2,0
31-10-2025,Maharashtra,Thane,401102,2,0,0
31-10-2025,Maharashtra,Thane,401106,4,0,0
31-10-2025,Maharashtra,Thane,401209,1,0,0
31-10-2025,Maharashtra,Thane,401302,4,0,0
31-10-2025,Maharashtra,Thane,421401,4,1,0
31-10-2025,Maharashtra,Thane,421501,7,3,0
01-11-2025,Maharashtra,Thane,421305,2,0,0
01-11-2025,Maharashtra,Thane,421401,3,0,0
02-11-2025,Maharashtra,Thane,400603,1,1,0
02-11-2025,Maharashtra,Thane,401101,8,3,0
02-11-2025,Maharashtra,Thane,401105,15,14,0
02-11-2025,Maharashtra,Thane,401107,31,17,0
02-11-2025,Maharashtra,Thane,401207,1,0,0
02-11-2025,Maharashtra,Thane,401302,1,0,0
02-11-2025,Maharashtra,Thane,401404,2,0,0
02-11-2025,Maharashtra,Thane,401501,2,1,0
02-11-2025,Maharashtra,Thane,401506,1,0,0
02-11-2025,Maharashtra,Thane,401604,4,0,0
02-11-2025,Maharashtra,Thane,421002,9,1,0
02-11-2025,Maharashtra,Thane,421005,6,3,0
02-11-2025,Maharashtra,Thane,421204,14,9,0
02-11-2025,Maharashtra,Thane,421301,37,13,0
02-11-2025,Maharashtra,Thane,421308,5,2,0
02-11-2025,Maharashtra,Thane,421401,9,2,0
02-11-2025,Maharashtra,Thane,421403,8,1,0
01-11-2025,Maharashtra,Thane,400605,0,1,0
01-11-2025,Maharashtra,Thane,400607,0,2,0
01-11-2025,Maharashtra,Thane,400612,1,1,0
01-11-2025,Maharashtra,Thane,400701,3,1,0
01-11-2025,Maharashtra,Thane,400708,1,0,0
01-11-2025,Maharashtra,Thane,401605,1,0,0
01-11-2025,Maharashtra,Thane,421005,1,0,0
01-11-2025,Maharashtra,Thane,421202,2,0,0
13-11-2025,Maharashtra,Thane,400605,4,1,0
13-11-2025,Maharashtra,Thane,400614,3,0,0
13-11-2025,Maharashtra,Thane,421301,7,4,1
13-11-2025,Maharashtra,Thane,421603,1,0,0
28-09-2025,Maharashtra,Thane,400601,1,0,0
12-11-2025,Maharashtra,Thane,400604,5,2,0
12-11-2025,Maharashtra,Thane,401101,1,1,0
12-11-2025,Maharashtra,Thane,421005,3,0,0
12-11-2025,Maharashtra,Thane,421202,7,1,0
12-11-2025,Maharashtra,Thane,421302,19,7,1
12-11-2025,Maharashtra,Thane,421501,2,3,0
12-11-2025,Maharashtra,Thane,421506,1,0,0
11-11-2025,Maharashtra,Thane,400606,5,1,0
11-11-2025,Maharashtra,Thane,400610,2,0,0
11-11-2025,Maharashtra,Thane,400612,18,6,2
11-11-2025,Maharashtra,Thane,401107,8,2,1
11-11-2025,Maharashtra,Thane,401209,1,1,0
11-11-2025,Maharashtra,Thane,421103,0,1,0
11-11-2025,Maharashtra,Thane,421202,2,2,0
11-11-2025,Maharashtra,Thane,421403,4,1,0
11-11-2025,Maharashtra,Thane,421505,3,2,0
11-11-2025,Maharashtra,Thane,421601,4,0,1
16-11-2025,Maharashtra,Thane,400610,1,0,0
16-11-2025,Maharashtra,Thane,400612,19,9,0
16-11-2025,Maharashtra,Thane,400705,3,1,0
16-11-2025,Maharashtra,Thane,401107,15,3,0
16-11-2025,Maharashtra,Thane,401501,3,3,0
16-11-2025,Maharashtra,Thane,401604,1,3,0
16-11-2025,Maharashtra,Thane,421203,2,0,0
16-11-2025,Maharashtra,Thane,421302,25,2,0
16-11-2025,Maharashtra,Thane,421501,2,1,0
16-11-2025,Maharashtra,Thane,421602,8,0,0
17-11-2025,Maharashtra,Thane,400709,1,0,0
17-11-2025,Maharashtra,Thane,401404,1,0,0
17-11-2025,Maharashtra,Thane,401604,1,0,0
17-11-2025,Maharashtra,Thane,421005,0,1,1
17-11-2025,Maharashtra,Thane,421602,2,0,0
25-11-2025,Maharashtra,Thane,400604,9,7,0
25-11-2025,Maharashtra,Thane,400606,14,1,0
25-11-2025,Maharashtra,Thane,400703,7,3,0
25-11-2025,Maharashtra,Thane,400705,10,0,0
25-11-2025,Maharashtra,Thane,400708,9,5,0
25-11-2025,Maharashtra,Thane,401404,2,0,0
25-11-2025,Maharashtra,Thane,401602,3,1,0
25-11-2025,Maharashtra,Thane,421101,2,0,0
25-11-2025,Maharashtra,Thane,421202,13,5,0
25-11-2025,Maharashtra,Thane,421302,45,17,0
25-11-2025,Maharashtra,Thane,421305,6,0,0
15-12-2025,Maharashtra,Thane,400602,4,0,7
15-12-2025,Maharashtra,Thane,400604,12,1,9
15-12-2025,Maharashtra,Thane,400703,9,3,1
15-12-2025,Maharashtra,Thane,400709,27,1,0
15-12-2025,Maharashtra,Thane,400710,1,0,0
15-12-2025,Maharashtra,Thane,401107,39,19,1
15-12-2025,Maharashtra,Thane,401504,1,0,0
15-12-2025,Maharashtra,Thane,401602,2,2,0
15-12-2025,Maharashtra,Thane,401703,1,0,0
15-12-2025,Maharashtra,Thane,421004,10,0,0
15-12-2025,Maharashtra,Thane,421005,6,1,0
15-12-2025,Maharashtra,Thane,421103,0,1,0
15-12-2025,Maharashtra,Thane,421302,87,16,1
15-12-2025,Maharashtra,Thane,421305,13,5,1
15-12-2025,Maharashtra,Thane,421505,5,0,0
15-12-2025,Maharashtra,Thane,421601,18,3,0
15-12-2025,Maharashtra,Thane,421602,7,0,0
15-12-2025,Maharashtra,Thane,421603,3,0,0
05-11-2025,Maharashtra,Thane,400607,6,1,0
05-11-2025,Maharashtra,Thane,400615,7,0,0
05-11-2025,Maharashtra,Thane,401105,4,4,0
05-11-2025,Maharashtra,Thane,401106,1,0,0
05-11-2025,Maharashtra,Thane,401404,1,2,0
05-11-2025,Maharashtra,Thane,401605,0,1,0
05-11-2025,Maharashtra,Thane,421204,11,0,0
05-11-2025,Maharashtra,Thane,421302,37,10,0
05-11-2025,Maharashtra,Thane,421308,2,1,0
05-11-2025,Maharashtra,Thane,421403,5,0,0
05-11-2025,Maharashtra,Thane,421506,2,1,0
29-09-2025,Maharashtra,Thane,400601,0,1,0
03-11-2025,Maharashtra,Thane,400605,3,0,0
03-11-2025,Maharashtra,Thane,400615,1,0,0
03-11-2025,Maharashtra,Thane,401107,6,2,0
03-11-2025,Maharashtra,Thane,401602,0,1,0
03-11-2025,Maharashtra,Thane,401606,1,1,0
03-11-2025,Maharashtra,Thane,421301,6,1,0
03-11-2025,Maharashtra,Thane,421311,0,0,1
03-11-2025,Maharashtra,Thane,421501,1,0,1
06-11-2025,Maharashtra,Thane,400607,5,1,0
06-11-2025,Maharashtra,Thane,400709,3,0,0
06-11-2025,Maharashtra,Thane,401208,4,0,0
06-11-2025,Maharashtra,Thane,421001,1,0,0
06-11-2025,Maharashtra,Thane,421005,1,1,0
06-11-2025,Maharashtra,Thane,421202,6,0,0
06-11-2025,Maharashtra,Thane,421204,4,3,0
06-11-2025,Maharashtra,Thane,421303,1,0,0
06-11-2025,Maharashtra,Thane,421311,2,0,0
06-11-2025,Maharashtra,Thane,421402,1,0,0
06-11-2025,Maharashtra,Thane,421502,0,2,0
04-11-2025,Maharashtra,Thane,401202,1,0,0
08-11-2025,Maharashtra,Thane,400705,1,2,0
08-11-2025,Maharashtra,Thane,400706,3,1,0
08-11-2025,Maharashtra,Thane,401203,3,0,0
08-11-2025,Maharashtra,Thane,401404,2,0,0
08-11-2025,Maharashtra,Thane,401501,1,0,0
08-11-2025,Maharashtra,Thane,421302,20,7,0
08-11-2025,Maharashtra,Thane,421311,1,0,0
08-11-2025,Maharashtra,Thane,421402,0,2,0
08-11-2025,Maharashtra,Thane,421501,4,4,0
08-11-2025,Maharashtra,Thane,421602,4,0,0
08-11-2025,Maharashtra,Thane,421605,2,2,0
07-11-2025,Maharashtra,Thane,400605,10,1,0
07-11-2025,Maharashtra,Thane,400607,1,1,0
07-11-2025,Maharashtra,Thane,400708,3,1,0
07-11-2025,Maharashtra,Thane,400709,1,0,0
07-11-2025,Maharashtra,Thane,401106,2,0,0
07-11-2025,Maharashtra,Thane,401304,1,0,0
07-11-2025,Maharashtra,Thane,401403,1,0,0
07-11-2025,Maharashtra,Thane,401404,2,0,0
07-11-2025,Maharashtra,Thane,421002,1,2,0
07-11-2025,Maharashtra,Thane,421203,1,2,0
07-11-2025,Maharashtra,Thane,421311,0,1,0
07-11-2025,Maharashtra,Thane,421601,4,1,0
09-11-2025,Maharashtra,Thane,400612,20,6,0
09-11-2025,Maharashtra,Thane,401101,3,0,0
09-11-2025,Maharashtra,Thane,401105,3,1,0
09-11-2025,Maharashtra,Thane,401107,16,3,0
09-11-2025,Maharashtra,Thane,401603,1,3,0
09-11-2025,Maharashtra,Thane,401610,0,1,0
09-11-2025,Maharashtra,Thane,421101,4,0,0
09-11-2025,Maharashtra,Thane,421312,1,0,0
10-11-2025,Maharashtra,Thane,400604,7,1,0
10-11-2025,Maharashtra,Thane,400608,2,0,0
10-11-2025,Maharashtra,Thane,400612,25,12,0
10-11-2025,Maharashtra,Thane,400705,6,0,0
10-11-2025,Maharashtra,Thane,400709,12,1,0
10-11-2025,Maharashtra,Thane,401105,9,3,0
10-11-2025,Maharashtra,Thane,401107,27,7,0
10-11-2025,Maharashtra,Thane,401204,1,0,0
10-11-2025,Maharashtra,Thane,401501,0,1,0
10-11-2025,Maharashtra,Thane,401601,1,0,0
10-11-2025,Maharashtra,Thane,421002,5,1,0
10-11-2025,Maharashtra,Thane,421005,3,1,0
10-11-2025,Maharashtra,Thane,421503,7,9,0
10-11-2025,Maharashtra,Thane,421605,6,4,0
14-11-2025,Maharashtra,Thane,400602,1,0,0
14-11-2025,Maharashtra,Thane,400604,6,1,0
14-11-2025,Maharashtra,Thane,400703,4,1,0
14-11-2025,Maharashtra,Thane,400706,11,0,0
14-11-2025,Maharashtra,Thane,400709,8,0,0
14-11-2025,Maharashtra,Thane,401101,6,2,0
14-11-2025,Maharashtra,Thane,401105,4,6,0
14-11-2025,Maharashtra,Thane,401208,1,0,0
14-11-2025,Maharashtra,Thane,421204,3,1,0
14-11-2025,Maharashtra,Thane,421303,2,0,0
14-11-2025,Maharashtra,Thane,421602,0,1,0
15-11-2025,Maharashtra,Thane,400606,14,3,0
15-11-2025,Maharashtra,Thane,400608,3,0,0
15-11-2025,Maharashtra,Thane,400615,8,1,1
15-11-2025,Maharashtra,Thane,400708,12,3,0
15-11-2025,Maharashtra,Thane,400709,10,1,0
15-11-2025,Maharashtra,Thane,401201,2,1,0
15-11-2025,Maharashtra,Thane,401303,3,1,0
15-11-2025,Maharashtra,Thane,401305,7,0,0
15-11-2025,Maharashtra,Thane,401603,3,0,0
15-11-2025,Maharashtra,Thane,401604,3,1,0
15-11-2025,Maharashtra,Thane,421203,4,1,0
15-11-2025,Maharashtra,Thane,421501,19,1,1
15-11-2025,Maharashtra,Thane,421503,20,11,0
18-11-2025,Maharashtra,Thane,400604,12,4,0
18-11-2025,Maharashtra,Thane,400605,9,6,0
18-11-2025,Maharashtra,Thane,400701,10,4,0
18-11-2025,Maharashtra,Thane,400703,4,1,0
18-11-2025,Maharashtra,Thane,401203,4,0,0
18-11-2025,Maharashtra,Thane,401206,2,0,0
18-11-2025,Maharashtra,Thane,401209,3,2,0
18-11-2025,Maharashtra,Thane,421003,1,1,0
18-11-2025,Maharashtra,Thane,421004,6,1,0
18-11-2025,Maharashtra,Thane,421202,6,4,0
18-11-2025,Maharashtra,Thane,421204,9,3,0
18-11-2025,Maharashtra,Thane,421311,6,1,0
18-11-2025,Maharashtra,Thane,421503,8,5,0
13-10-2025,Maharashtra,Thane,400601,7,1,0
19-11-2025,Maharashtra,Thane,400602,3,0,0
19-11-2025,Maharashtra,Thane,400705,6,1,0
19-11-2025,Maharashtra,Thane,400709,14,0,0
19-11-2025,Maharashtra,Thane,401206,1,1,0
19-11-2025,Maharashtra,Thane,401303,1,1,0
19-11-2025,Maharashtra,Thane,401606,1,0,0
19-11-2025,Maharashtra,Thane,421003,1,0,1
19-11-2025,Maharashtra,Thane,421102,2,2,1
19-11-2025,Maharashtra,Thane,421304,1,0,0
19-11-2025,Maharashtra,Thane,421305,9,2,3
19-11-2025,Maharashtra,Thane,421306,20,11,1
19-11-2025,Maharashtra,Thane,421311,1,1,0
19-11-2025,Maharashtra,Thane,421502,1,0,0
19-11-2025,Maharashtra,Thane,421503,15,8,0
19-11-2025,Maharashtra,Thane,421601,9,1,0
21-12-2025,Maharashtra,Thane,400605,4,0,0
21-12-2025,Maharashtra,Thane,400606,6,0,0
21-12-2025,Maharashtra,Thane,400614,1,0,0
21-12-2025,Maharashtra,Thane,400703,4,0,0
21-12-2025,Maharashtra,Thane,401102,1,0,0
21-12-2025,Maharashtra,Thane,401501,3,0,0
21-12-2025,Maharashtra,Thane,401602,1,0,0
21-12-2025,Maharashtra,Thane,401604,1,0,0
21-12-2025,Maharashtra,Thane,421002,2,0,0
21-12-2025,Maharashtra,Thane,421005,1,0,0
21-12-2025,Maharashtra,Thane,421203,2,0,0
21-12-2025,Maharashtra,Thane,421305,1,0,0
21-12-2025,Maharashtra,Thane,421308,2,0,0
15-10-2025,Maharashtra,Thane,400601,1,4,0
22-12-2025,Maharashtra,Thane,400602,4,0,0
22-12-2025,Maharashtra,Thane,401207,1,0,0
22-12-2025,Maharashtra,Thane,401208,5,0,0
22-12-2025,Maharashtra,Thane,401209,7,0,0
22-12-2025,Maharashtra,Thane,401602,1,0,0
22-12-2025,Maharashtra,Thane,401606,1,0,0
22-12-2025,Maharashtra,Thane,421001,10,0,0
22-12-2025,Maharashtra,Thane,421002,10,0,0
22-12-2025,Maharashtra,Thane,421103,4,0,0
22-12-2025,Maharashtra,Thane,421201,9,0,0
22-12-2025,Maharashtra,Thane,421204,14,0,0
22-12-2025,Maharashtra,Thane,421301,79,0,0
22-12-2025,Maharashtra,Thane,421305,20,0,0
22-12-2025,Maharashtra,Thane,421311,9,0,0
22-12-2025,Maharashtra,Thane,421402,3,0,0
22-12-2025,Maharashtra,Thane,421603,1,0,0
24-12-2025,Maharashtra,Thane,400604,9,1,0
24-12-2025,Maharashtra,Thane,400605,3,1,0
24-12-2025,Maharashtra,Thane,400607,2,1,0
24-12-2025,Maharashtra,Thane,401106,0,0,1
24-12-2025,Maharashtra,Thane,401305,3,1,0
24-12-2025,Maharashtra,Thane,401604,2,0,0
24-12-2025,Maharashtra,Thane,401605,1,0,0
24-12-2025,Maharashtra,Thane,421001,3,1,0
24-12-2025,Maharashtra,Thane,421312,1,0,0
24-12-2025,Maharashtra,Thane,421503,11,2,0
24-12-2025,Maharashtra,Thane,421505,1,0,0
24-12-2025,Maharashtra,Thane,421602,3,1,0
25-12-2025,Maharashtra,Thane,400605,3,2,6
25-12-2025,Maharashtra,Thane,400701,2,0,0
25-12-2025,Maharashtra,Thane,400703,2,1,0
25-12-2025,Maharashtra,Thane,401106,1,0,0
25-12-2025,Maharashtra,Thane,401404,1,0,0
25-12-2025,Maharashtra,Thane,421102,2,2,0
25-12-2025,Maharashtra,Thane,421203,0,1,0
25-12-2025,Maharashtra,Thane,421301,7,1,0
25-12-2025,Maharashtra,Thane,421502,1,0,0
25-12-2025,Maharashtra,Thane,421605,2,2,0
23-12-2025,Maharashtra,Thane,400606,3,0,0
23-12-2025,Maharashtra,Thane,400612,19,0,0
23-12-2025,Maharashtra,Thane,401101,6,0,0
23-12-2025,Maharashtra,Thane,401102,1,0,0
23-12-2025,Maharashtra,Thane,401201,1,0,0
23-12-2025,Maharashtra,Thane,421001,2,0,0
23-12-2025,Maharashtra,Thane,421004,4,0,0
23-12-2025,Maharashtra,Thane,421201,2,0,0
23-12-2025,Maharashtra,Thane,421308,3,0,0
23-12-2025,Maharashtra,Thane,421602,6,0,0
27-12-2025,Maharashtra,Thane,400603,2,2,0
27-12-2025,Maharashtra,Thane,400608,1,0,0
27-12-2025,Maharashtra,Thane,400701,1,3,0
27-12-2025,Maharashtra,Thane,401209,0,1,0
27-12-2025,Maharashtra,Thane,401305,1,1,0
27-12-2025,Maharashtra,Thane,401501,1,0,0
27-12-2025,Maharashtra,Thane,401610,1,0,0
27-12-2025,Maharashtra,Thane,421004,1,1,0
27-12-2025,Maharashtra,Thane,421204,4,1,0
27-12-2025,Maharashtra,Thane,421602,1,0,0
26-12-2025,Maharashtra,Thane,400709,1,0,0
26-12-2025,Maharashtra,Thane,401101,3,2,0
26-12-2025,Maharashtra,Thane,401105,4,0,0
26-12-2025,Maharashtra,Thane,401107,17,5,0
26-12-2025,Maharashtra,Thane,401203,1,1,0
26-12-2025,Maharashtra,Thane,401606,1,0,0
26-12-2025,Maharashtra,Thane,421301,17,3,1
26-12-2025,Maharashtra,Thane,421308,1,1,0
26-12-2025,Maharashtra,Thane,421403,2,0,0
26-12-2025,Maharashtra,Thane,421503,8,4,0
29-12-2025,Maharashtra,Thane,400602,1,0,0
29-12-2025,Maharashtra,Thane,400606,11,0,0
29-12-2025,Maharashtra,Thane,400610,3,0,0
29-12-2025,Maharashtra,Thane,400612,15,6,0
29-12-2025,Maharashtra,Thane,400701,2,3,0
29-12-2025,Maharashtra,Thane,401105,3,2,0
29-12-2025,Maharashtra,Thane,401501,1,0,0
29-12-2025,Maharashtra,Thane,421102,5,1,0
29-12-2025,Maharashtra,Thane,421302,57,2,0
29-12-2025,Maharashtra,Thane,421306,9,2,0
29-12-2025,Maharashtra,Thane,421501,6,1,0
29-12-2025,Maharashtra,Thane,421502,1,0,0
28-12-2025,Maharashtra,Thane,400615,2,2,0
28-12-2025,Maharashtra,Thane,400710,1,0,0
28-12-2025,Maharashtra,Thane,401305,3,0,0
28-12-2025,Maharashtra,Thane,421203,2,1,0
28-12-2025,Maharashtra,Thane,421204,7,1,0
28-12-2025,Maharashtra,Thane,421403,1,0,0
28-12-2025,Maharashtra,Thane,421602,1,0,0
28-12-2025,Maharashtra,Thane,421605,0,1,0
01-01-2026,Maharashtra,Thane,400602,2,0,1
01-01-2026,Maharashtra,Thane,400607,4,1,0
01-01-2026,Maharashtra,Thane,400610,5,0,0
01-01-2026,Maharashtra,Thane,400612,63,21,0
01-01-2026,Maharashtra,Thane,400701,6,8,0
01-01-2026,Maharashtra,Thane,400706,16,3,0
01-01-2026,Maharashtra,Thane,401107,37,14,0
01-01-2026,Maharashtra,Thane,401203,3,1,0
01-01-2026,Maharashtra,Thane,401204,2,0,0
01-01-2026,Maharashtra,Thane,401302,2,0,0
01-01-2026,Maharashtra,Thane,401404,2,1,0
01-01-2026,Maharashtra,Thane,401501,3,0,0
01-01-2026,Maharashtra,Thane,401606,0,1,0
01-01-2026,Maharashtra,Thane,421001,3,3,0
01-01-2026,Maharashtra,Thane,421002,7,2,0
01-01-2026,Maharashtra,Thane,421202,14,1,1
01-01-2026,Maharashtra,Thane,421301,44,15,1
01-01-2026,Maharashtra,Thane,421302,58,24,0
01-01-2026,Maharashtra,Thane,421505,4,2,0
31-12-2025,Maharashtra,Thane,400610,2,2,0
31-12-2025,Maharashtra,Thane,400615,7,3,0
31-12-2025,Maharashtra,Thane,400708,8,7,3
31-12-2025,Maharashtra,Thane,400709,6,0,0
31-12-2025,Maharashtra,Thane,401107,22,30,0
31-12-2025,Maharashtra,Thane,401303,1,1,0
31-12-2025,Maharashtra,Thane,421001,1,2,1
31-12-2025,Maharashtra,Thane,421002,4,9,0
31-12-2025,Maharashtra,Thane,421101,1,3,0
31-12-2025,Maharashtra,Thane,421202,3,4,0
31-12-2025,Maharashtra,Thane,421204,7,6,0
31-12-2025,Maharashtra,Thane,421301,24,12,2
31-12-2025,Maharashtra,Thane,421302,38,34,3
31-12-2025,Maharashtra,Thane,421602,9,3,0
03-01-2026,Maharashtra,Thane,400603,0,0,1
03-01-2026,Maharashtra,Thane,400706,1,0,0
03-01-2026,Maharashtra,Thane,401604,0,1,0
03-01-2026,Maharashtra,Thane,421005,0,2,0
03-01-2026,Maharashtra,Thane,421201,0,4,0
03-01-2026,Maharashtra,Thane,421203,0,1,0
03-01-2026,Maharashtra,Thane,421204,0,2,0
03-01-2026,Maharashtra,Thane,421303,0,1,0
03-01-2026,Maharashtra,Thane,421601,1,0,0
03-01-2026,Maharashtra,Thane,421605,0,1,0
02-01-2026,Maharashtra,Thane,400608,3,0,0
02-01-2026,Maharashtra,Thane,400705,5,1,0
02-01-2026,Maharashtra,Thane,421101,2,0,0
02-01-2026,Maharashtra,Thane,421201,12,3,1
02-01-2026,Maharashtra,Thane,421204,8,8,0
02-01-2026,Maharashtra,Thane,421302,37,21,0
02-01-2026,Maharashtra,Thane,421311,1,1,0
02-01-2026,Maharashtra,Thane,421402,1,0,0
09-06-2025,Maharashtra,Thane,400604,3,16,0
09-06-2025,Maharashtra,Thane,400703,3,3,0
09-06-2025,Maharashtra,Thane,401402,1,0,0
09-06-2025,Maharashtra,Thane,401405,1,0,0
09-06-2025,Maharashtra,Thane,401504,1,0,0
09-06-2025,Maharashtra,Thane,401607,1,1,0
09-06-2025,Maharashtra,Thane,421004,2,8,0
09-06-2025,Maharashtra,Thane,421102,3,0,0
09-06-2025,Maharashtra,Thane,421202,1,3,0
09-06-2025,Maharashtra,Thane,421306,11,12,0
09-06-2025,Maharashtra,Thane,421601,6,2,0
09-06-2025,Maharashtra,Thane,421603,0,1,0
16-10-2025,Maharashtra,Thane,400601,2,0,1
10-06-2025,Maharashtra,Thane,400605,1,7,0
10-06-2025,Maharashtra,Thane,400701,7,6,0
10-06-2025,Maharashtra,Thane,400703,3,7,0
10-06-2025,Maharashtra,Thane,401201,0,1,0
10-06-2025,Maharashtra,Thane,401203,0,1,0
10-06-2025,Maharashtra,Thane,401303,2,2,0
10-06-2025,Maharashtra,Thane,401607,0,1,0
10-06-2025,Maharashtra,Thane,421004,5,2,0
10-06-2025,Maharashtra,Thane,421005,1,4,0
10-06-2025,Maharashtra,Thane,421301,13,19,0
10-06-2025,Maharashtra,Thane,421306,4,12,0
10-06-2025,Maharashtra,Thane,421402,3,4,0
10-06-2025,Maharashtra,Thane,421505,0,1,0
11-06-2025,Maharashtra,Thane,400603,2,0,0
11-06-2025,Maharashtra,Thane,400614,1,1,0
11-06-2025,Maharashtra,Thane,400615,1,2,0
11-06-2025,Maharashtra,Thane,401107,6,10,0
11-06-2025,Maharashtra,Thane,401203,1,2,0
11-06-2025,Maharashtra,Thane,401204,1,0,0
11-06-2025,Maharashtra,Thane,401209,3,3,0
11-06-2025,Maharashtra,Thane,401501,1,4,0
11-06-2025,Maharashtra,Thane,421005,1,2,0
11-06-2025,Maharashtra,Thane,421308,3,2,0
11-06-2025,Maharashtra,Thane,421312,2,0,0
11-06-2025,Maharashtra,Thane,421401,4,2,1
11-06-2025,Maharashtra,Thane,421505,1,2,0
12-06-2025,Maharashtra,Thane,400604,5,6,0
12-06-2025,Maharashtra,Thane,400605,4,7,0
12-06-2025,Maharashtra,Thane,400710,0,1,0
12-06-2025,Maharashtra,Thane,401101,4,3,0
12-06-2025,Maharashtra,Thane,401105,5,7,0
12-06-2025,Maharashtra,Thane,401203,2,0,0
12-06-2025,Maharashtra,Thane,401209,1,1,0
12-06-2025,Maharashtra,Thane,421001,1,0,0
12-06-2025,Maharashtra,Thane,421101,1,2,0
12-06-2025,Maharashtra,Thane,421102,3,1,0
12-06-2025,Maharashtra,Thane,421204,4,3,0
12-06-2025,Maharashtra,Thane,421306,3,8,0
12-06-2025,Maharashtra,Thane,421401,6,1,0
12-06-2025,Maharashtra,Thane,421601,0,6,0
12-06-2025,Maharashtra,Thane,421602,0,3,0
12-06-2025,Maharashtra,Thane,421603,0,2,0
12-06-2025,Maharashtra,Thane,421605,1,1,0
13-06-2025,Maharashtra,Thane,400610,0,1,0
13-06-2025,Maharashtra,Thane,400612,11,10,1
13-06-2025,Maharashtra,Thane,400701,5,0,1
13-06-2025,Maharashtra,Thane,400703,2,2,0
13-06-2025,Maharashtra,Thane,401107,4,9,0
13-06-2025,Maharashtra,Thane,401201,0,1,0
13-06-2025,Maharashtra,Thane,401607,0,1,0
13-06-2025,Maharashtra,Thane,421201,3,7,0
13-06-2025,Maharashtra,Thane,421301,5,8,0
13-06-2025,Maharashtra,Thane,421306,8,11,0
